"id_car_option","name"
"29286","Проактивная система защиты пассажиров PreSafe"
"29287","Складное тягово-сцепное устройство с эклектроприводом, Trailer Assist"
"29288","Бампер с увеличенным углом въезда 24 градуса"
"29289","Панорамная крыша со сдвижным люком и фоновой подсветкой"
"29290","Дверные панели с кожаной отделкой"
"29291","Комбинированная кожаная отделка"
"29292","Вставки на сиденьях Artvelours"
"29293","Эргономичные передние сиденья"
"29294","Потолочная консоль с отсеками для хранения"
"29295","Ящик для хранения под передним пассажирским креслом"
"29296","Теплоизолирующее лобовое стекло с электрообогревом"
"29297","Легкосплавные колесные диски \""Kingston\"" 7J x 18 с шинами 235/55 R18 100V и болтами-секретками"
"29298","Светодиодные фары ближнего и дальнего света с поворотной подсветкой и дневными ходовыми огнями"
"29299","Две лампы для чтения спереди"
"29300","Мультифункциональное рулевое колесо в исполнении из кожи Nappa"
"29301","Центральный дисплей 12.3\"""
"29307","Легкосплавные колесные диски 19\"", дизайн 10 спиц, полированные"
"29309","Шины для гоночного трека"
"29310","Комбинированная обивка сидений ткань/кожа"
"29311","Легкосплавные колесные диски 17\"", дизайн 10 спиц, полированные"
"29313","Легкосплавные колесные диски 18\"", дизайн 5 спиц, полированные"
"29315","Центральная консоль из дерева, светлокоричневый крупнопористый ясень"
"29316","Зарядный кабель, тип 2 (Mode 3)"
"29317","Увеличенный топливный бак (78 л)"
"29318","Перегородка-лестница за сиденьем водителя"
"29319","Разьем для установки дополнительного оборудования, необходимого для трансформации автомобиля"
"29320","Дополнительный обогрев спереди с отделкой пластиком основания сиденья водителя"
"29321","Дополнительный обогрев спереди с выводом воздуховодов в заднюю часть с отделкой пластиком основания сиденья водителя"
"29322","Предпусковой программируемый обогреватель Webasto Thermo Top C"
"29323","Центральный замок с пультом дистанционного управления PLIP"
"29324","Задние металлические распашные двери (на 180 градусов)"
"29325","Боковые сдвижные цельнометаллические двери со стеклами"
"29326","Вторая боковая сдвижная цельнометаллическая дверь"
"29327","Задние распашные двери с обогреваемыми стеклами"
"29328","Светодиодные дневные ходовые огни + указатели поворота"
"29329","Защитные панели до середины высоты стенок грузового отсека"
"29330","2-х местное пассажирское переднее сиденье (всего 3 места включая водителя) с трехточечными ремнями безопасности"
"29331","Полка над лобовым стеклом"
"29332","Двухместная кабина"
"29333","Зеркала заднего вида с окраской в черный цвет с встроенными повторителями поворота, обогревом и электрорегулировкой"
"29334","Передние ремни безопасности инерционные"
"29335","Стояночный тормоз трансмиссионный"
"29336","Туннель пола под механическую раздаточную коробку"
"29337","Ручки дверей и ручка двери багажного отделения с окраской в черный цвет"
"29338","Регулируемые вручную по высоте передние сиденья"
"29339","Подголовники: спереди - повышенной защиты, с регулировкой высоты, cзади - с регулировкой по высоте и наклону"
"29340","Лобовое стекло с электрообогревом, улучш. звукоизолирующими свойствами и теплозащитной тонировкой, У/Ф-непроницаемое"
"29341","Система воздуховодов и дефлекторов вентиляции в салоне с обдувом бокового остекления"
"29342","Акустическая система с 2x2 разнесёнными пассивными динамиками: в/ч - в торпеде, с-н/ч - в передних дверях"
"29343","Сигнал предупреждения о незащёлкнутом ремне безопасности водителя"
"29344","Колёсные колпаки: компактные (прикрывают ступицу и винты)"
"29345","Диски литые Springfield 8J x 18, серебристые матовые"
"29346","Диски литые Palmerston 8J x 18 с чёрными закраинами спиц"
"29347","Диски литые Винтажный колпак 8J x 18, белые"
"29348","Диски литые Cascavel 7J x 17, чёрные, с серебристыми полированными спицами"
"29349","Диски литые Винтажный колпак 8J x 18, серебристые"
"29350","Диски литые Cascavel 7J x 17, тёмно-серые Antrazit, с серебристыми полированными спицами"
"29351","Окраска кузова двухцветное сочетание"
"29352","Диски литые Timaru 7J x 17"
"29353","Диски литые Cascavel 7J x 17, серебристые, с серебристыми полированными спицами"
"29354","Диски стальные 7J x 17 с центральным защитным колпачком"
"29355","Фары галогенные стандартные (под лампы H4)"
"29356","Лампы освещения порогов дверей с декоративной надписью Multivan"
"29357","Лампы освещения порогов дверей кабины и салона/грузового отсека"
"29358","Передняя панель с широкой центральной консолью и отделением для большой бутылки внизу"
"29359","Сиденье переднее правое: повышенной комфортности, с поясничной опорой, не поворотное"
"29360","Сиденье переднее левое: повышенной комфортности, с поясничной опорой, не поворотное"
"29361","Стол съёмный для установки в салоне или снаружи"
"29362","Дополнительная розетка 12B сверху на центральной консоли"
"29363","Солнцезащитные козырьки с макияжными зеркальцами, с табличкой-инструкцией о подушках безопасности"
"29364","Блок приборов стандартный (2 прибора), без м/ф индикатора"
"29365","Передние сиденья с электроприводными регулировками по 10 параметрам, включая 2 ручные регулировки высоты подголовников"
"29366","Сенсорное бесконтактное открывание двери багажника (движением ноги)"
"29367","Автоматически складывающиеся наружные зеркала с обогревом, электроприводом складывания зеркал, подсветкой и автозатемнением"
"29368","Автоматически складывающиеся наружные зеркала с обогревом, электроприводом складывания зеркал и подсветкой"
"29369","Задние сиденья с наклонными спинками с электроприводом"
"29370","Приложение для смартфона"
"29371","Точка доступа WiFi"
"29372","Обогрев лобового стекла и форсунок стеклоомывателя"
"29373","Датчик качества воздуха и запираемый перчаточный ящик с охлаждением"
"29374","Запираемый перчаточный ящик с охлаждением"
"29375","Передние сиденья с функцией подогрева и охлаждения и задние сиденья с функцией подогрева"
"29376","Система Protect"
"29377","Пакет опций InControl Touch Pro с аудиосистемой Meridian (380 Вт)"
"29378","Телевидение"
"29379","Activity Key"
"29380","Система JaguarDrive Control с режимами Eco, Dynamic, Normal, Rain / Ice / Snow"
"29381","Адаптивный круиз-контроль с функцией помощи при движении в плотном потоке"
"29382","Функция предупреждения о выезде за пределы полосы движения"
"29383","Система контроля \""слепых\"" зон и система обнаружения приближающегося транспорта при движении задним ходом"
"29384","Система удержания полосы движения и cистема контроля степени усталости водителя"
"29385","Система адаптивного отклика на особенности дорожного покрытия (ASR)"
"29386","Логотип 25d AWD"
"29387","Удлинённые рейлинги на крышу с отделкой Silver"
"29388","20\"" колесные диски с отделкой Grey Diamond/Gloss Black"
"29392","20\"" колесные диски"
"29394","19\"" колесные диски 5 сдвоенных спиц Style 5038, отделка Grey Diamond"
"29396","19\"" колесные диски 5-спицевые Style 5037"
"29398","Удлинённые рейлинги на крышу с отделкой Gloss Black"
"29399","Складывающееся буксирное устройство с электроприводом складывания"
"29400","Съемное буксирное устройство"
"29401","Расширенная подсветка интерьера"
"29402","Светодиодные фары со светодиодными дневными ходовыми огнями в форме J Blade"
"29403","Сиденья с отделкой кожей Grained"
"29404","Центральная консоль с боковой нишей для хранения"
"29405","Декоративная отделка: Meshed/Etched Aluminium"
"29406","Два разъема 12V для сидений второго ряда"
"29407","Шильдик S LIMITED на кузове"
"29408","Комплект текстильных ковров с логотипом S LIMITED"
"29409","Двухуровневый пол в багажнике"
"29410","Сиденья водителя и переднего пассажира, регулируемые в 6 направлениях"
"29412","Бесключевой доступ в салон и запуск двигателя"
"29413","Сиденье водителя с электрорегулировками по 8 направлениям с функцией памяти двух положений"
"29414","Сиденье переднего пассажира с электрорегулировкой по 2 направлениям"
"29415","Беспроводная зарядка смартфона"
"29416","Обогрев нижней части и левой стойки лобового стекла"
"29417","Передние сиденья с 3-ступенчатым подогревом"
"29418","Peugeot i-Cockpit с цифровым дисплеем"
"29419","Навигационная система с 3D картами и функцией распознавания голоса"
"29420","Сигнализация и \""мертвый\"" замок"
"29421","Устройство ЭРА-ГЛОНАСС"
"29422","Электрический стояночный тормоз с функцией помощи при трогании на подъеме"
"29423","Система интеллектуального привода Advanced Grip Control с функцией помощи при спуске с подъема"
"29424","Камера переднего вида"
"29425","Камера заднего вида 180 градусов"
"29426","Адаптивный круиз контроль с функцией полной остановки"
"29427","Датчик слепых зон"
"29428","Система помощи при выезде за разметку"
"29429","Предупреждение о сокращении дистанции до впереди идущего автомобиля"
"29430","Система автономного экстренного торможения"
"29431","Контроль усталости водителя"
"29432","Накладки на дверные пороги из нержавеющей стали"
"29433","Хромированные вставки в передних крыльях"
"29434","Тонированные задние боковые стекла и стекло задней двери"
"29435","18\"" легкосплавные колесные диски Los Angeles с шинами типа Грязь и Снег"
"29447","Декоративные вставки под карбон на приборной и дверных панелях"
"29448","Обивка сидений тканью Meco"
"29449","Внешние зеркала заднего вида с электрической регулировкой и обогревом"
"29450","Многофункциональный кожаный руль, дизайн «3 спицы», с обогревом"
"29451","Крепежные ремни слева и справа в багажном отделении"
"29452","Мат в багажном отделении, складной"
"29453","Комфортный ключ с сенсорной функцией открывания багажника"
"29454","Зеркала заднего вида с электрической регулировкой, обогревом, с функциями складывания, автоматического затемнения и памяти"
"29455","Внешние зеркала заднего вида с электрической регулировкой и обогревом, с функциями складывания и автоматического затемнения"
"29456","Внешние зеркала заднего вида с электрической регулировкой и обогревом, функциями складывания и памяти"
"29457","Внешние зеркала заднего вида с электрической регулировкой и обогревом и функцией складывания"
"29458","Электрическая регулировка передних сидений c функцией памяти для сиденья водителя"
"29460","Подстаканник с функцией поддержания температуры напитков"
"29462","Спортивные передние сиденья с системой вентиляции"
"29463","Сигнализация с центральным замком, комфортным ключом, охраной салона, защитой от буксировки, автономным питанием"
"29464","Сигнализация с комфортным ключом, охраной салона, защитой от буксировки, автономным питанием"
"29465","Боковые подушки безопасности для водителя, пассажиров переднего и задних сидений"
"29466","Система предупреждения при открывании двери"
"29467","Ассистент контроля поперечного движения"
"29468","Audi side assist и Audi pre sense rear"
"29469","Легкосплавные диски, дизайн «5 двойных спиц Dynamic», размер 8J x 18, с шинами 235/60 R18"
"29470","Окраска корпусов внешних зеркал в чёрный глянцевый цвет"
"29471","Декоративные накладки на пороги передних дверей с алюминиевыми вставками и подсветкой"
"29472","Декоративные накладки на пороги передних дверей с алюминиевыми вставками, надписью S и подсветкой"
"29473","Решетка радиатора серого матового цвета (Twilight Grey) с серебристыми матовыми ламелями (Aluminium Silver)"
"29474","Диффузор окрашен в цвет кузова, с молдингом серебристого матового цвета (Aluminium Silver)"
"29475","Решетки боковых воздухозаборников черного матового цвета (Titanium Black) с серебристыми (Aluminium Silver) матовыми ламелями"
"29476","Передний и задний бамперы, решетки боковых воздухозаборников и диффузор в характерном спортивном дизайне"
"29477","Спойлер на кромке крыши"
"29480","Легкосплавные диски, дизайн «5 спиц V», контрастного серого цвета, частично полированные, размер 8 J x 19, с шинами 235/55 R19"
"29481","Легкосплавные диски, дизайн «5 спиц Dynamic», частично полированные, размер 8J x 19"
"29482","Легкосплавные диски, дизайн «5 сегментных спиц», контрастного серого цвета, частично полированные, размер 8J x 20"
"29483","Легкосплавные диски, дизайн «5 рукавов Wing», размер 8J x 19"
"29484","Легкосплавные диски Audi Sport, дизайн «5 рукавов Turbine», цвет magnesium, с полированной обводкой, размер 8J x 20"
"29485","Легкосплавные диски Audi Sport, дизайн «5 рукавов Rotor», черный Anthracite, с полированной обводкой, размер 8 J x 20"
"29486","Легкосплавные диски, дизайн «5 рукавов», размер 8J x 18"
"29487","Легкосплавные диски Audi Sport, дизайн «5 рукавов Offroad», titan matt, с полированной обводкой, размер 8J x 20"
"29488","Легкосплавные диски Audi Sport, дизайн «10 спиц Y», размер 8 J x 20"
"29489","Фоновая подсветка дверей и центральной консоли"
"29490","Подсветка внутренних дверных ручек спереди и сзади"
"29491","Светодиодные фары Audi Matrix с передними и задними динамическими указателями поворота"
"29492","Подсветка ниш в дверях"
"29493","Контурная подсветка дверей"
"29494","Фоновая подсветка дверей"
"29495","Декоративные вставки, aluminium Rhombus"
"29496","Обивка сидений тканью Referenz"
"29498","Зеркало заднего вида в салоне с автоматическим затемнением"
"29499","Декоративные вставки, ясень, серый"
"29500","Декоративные вставки aluminium Tangente"
"29501","Декоративные вставки, орех, коричневый"
"29502","Комбинированная обивка сидений тканью Moment/кожей"
"29504","Солнцезащитные козырьки, сдвижные"
"29505","Солнцезащитные шторки для боковых стекол сзади, механические"
"29506","Отделка нижней части центральной консоли кожей"
"29507","Ящик под сиденьем водителя"
"29508","Наружные зеркала заднего вида с электрической регулировкой, обогревом, повторителем поворотов"
"29509","Закаленное стекло задней двери с функцией обогрева"
"29510","Салон комбинированный кожа-ткань, двуцветный"
"29511","Комбинированные сиденья - ткань"
"29512","Солнцезащитный козырёк переднего пассажира с косметическим зеркалом"
"29513","Запасное колесо штампованное полноразмерное 13\"""
"29516","Декоративные элементы серебристого цвета"
"29517","Место для хранения под полом в багажнике"
"29518","Крючки и сетка в багажнике"
"29519","Электропривод складывания и обогрев внешних зеркал заднего вида"
"29521","Электрорегулировка поясничного подпора передних сидений"
"29522","Электропривод сидений водителя и переднего пассажира"
"29523","Память положения водительского сиденья, рулевой колонки, внешних зеркал заднего вида для двух водителей"
"29528","Трехступенчатый подогрев передних сидений"
"29530","Навигационная система с сенсорным экраном 8”, интеграцией со смартфонами и информацией о \""пробках\"""
"29531","Блок управления аудиосистемой в заднем подлокотнике"
"29532","USB для зарядки устройств в заднем подлокотнике"
"29533","Разъемы AUX+USB для подключения к мультимедиа системе"
"29534","Система Bluetooth"
"29535","Навигационная система с экраном 9.2”, интеграцией со смартфонами и системой DIS"
"29536","Ключ-смарткарта оригинального дизайна"
"29537","ESS (система предупреждения водителей сзади при экстренном торможении)"
"29538","ESC (электронная система стабилизации курсовой устойчивости)"
"29539","Система предупреждения о боковом трафике сзади"
"29540","Электронноуправляемая адаптивная подвеска (GACS)"
"29541","Самозатемняющиеся внешние зеркала заднего вида"
"29543","Легкосплавные диски 18\"" с шинами 225/55 R18"
"29549","Технология Cloudrive"
"29550","Cистема контроля давления и температуры в шинах (TPMS)"
"29551","Ксеноновые фары с автокорректором, омывателем и отдельной лампой подсветки поворотов"
"29552","Легкосплавные диски 17” с шинами 225/55 R17"
"29553","Вещевые отделения в багажнике с крышкой, 4 крючка для сумок"
"29554","Подсветка в багажнике + фонарик + пластиковые фиксаторы"
"29555","Многофункциональное 3 спицевое кожаное рулевое колесо c управлением КПП и обогревом"
"29556","Климат-контроль Climatronic (3 зоны)"
"29557","Apple Chip"
"29558","Беспроводное управление мультимедийной системой для задних пассажиров"
"29559","Цифровой радиоприем"
"29560","Акустическая система Canton (9 динамиков, сабвуфер, общая мощность 575 Вт)"
"29561","Розетка 230В + USB"
"29562","Bluetooth с Wi-Fi"
"29563","Bluetooth Premium (rSAP), Wi-Fi"
"29564","Bluetooth Premium (rSAP), соединение с внешней антенной, беспроводная зарядка телефона и Wi-Fi"
"29565","Bluetooth, соединение с внешней антенной, беспроводная зарядка телефона и Wi-Fi"
"29566","Bluetooth, cоединение с внешней антенной, беспроводная зарядка телефона"
"29567","3-точечный ремень безопасности для центрального заднего сиденья"
"29568","Электрический детский замок"
"29569","Задние подголовники с дополнительной функцией для отдыха"
"29571","Передние и задние датчики парковки с ассистентом прицепа, cистема кругового обзора Area View"
"29572","Ассистент парковки с прицепом, cистема кругового обзора Area View"
"29573","Система кругового обзора Area View"
"29574","Адаптивный круиз-контроль с ограничителем скорости (до 210 км/ч)"
"29575","Легкосплавные диски MITYKAS 7J x 17"
"29576","Шины 215/65 R17"
"29577","Легкосплавные диски TRIGLAV 7J x 19"
"29578","Легкосплавные диски SIRIUS 7J x 19"
"29579","Легкосплавные диски TRINITY 7J x 18"
"29580","Легкосплавные диски ELBRUS 7J x 18"
"29581","Легкосплавные диски TRITON 7J x 18"
"29582","Складной фаркоп (без адаптера)"
"29583","Складной фаркоп с адаптером"
"29584","Разделенный дневной свет с автоматической регулировкой фар и фунцией \""Coming Home\"""
"29585","Светодиодные фары (LED), AFS"
"29586","Макияжные зеркала в солнцезащитных козырьках слева и справа, с LED подсветкой"
"29587","Декоративные вставки Ambition"
"29588","Заднее сиденье и спинка делимые, спинка складная и центральный подлокотник"
"29589","Обшивка боковой панели двери кожей и корзина для мусора"
"29590","Обшивка боковой панели двери"
"29591","Кожаные спортивные сиденья (кожа/искусственная кожа)"
"29592","3 ряд сидений, двойной пол"
"29593","Складная спинка переднего пассажирского сиденья (до горизонтального положения)"
"29594","Декоративные накладки под металл на педали"
"29595","Легкосплавные колесные диски 18\"", дизайн 5 сдвоенных спиц, цвет Серый термолит"
"29644","Легкосплавные диски AMG 19\""/20\"", 5 спиц, цвет черный матовый"
"29645","Кованые диски AMG 19\""/20\"", цвет серебристый титан"
"29646","Легкосплавные диски AMG 19\""/20, 5 спиц, цвет серый титан"
"29681","20\"" колесные диски 5 сдвоенных спиц Style 5031 с отделкой"
"29683","20\"" колесные диски 10 сдвоенных спиц Style 1019"
"29686","Навигация HDD с системой мониторинга трафика"
"29687","HDMI разъем (2 шт)"
"29688","7\"" цветной сенсорный дисплей высокого разрешения с функцией Mirror Screen"
"29706","19\"" колесные диски с отделкой"
"29713","7\"" цветной проекционный дисплей на панели приборов"
"29724","18\"" M Легкосплавные диски Double-spoke 461 с разноразмерными шинами"
"29761","Черные наружные зеркала"
"29762","17\"" легкосплавные диски, дизайн \""Sport\"""
"29768","Диодное контурное освещение и дневные ходовые огни (LED)"
"29769","Ассиметричный передний подлокотник"
"29770","Ремкомплект в багажнике (для дисков 17 и 18 размера)"
"29771","Система Adaptive Drive, включая систему регулировки жесткости амортизаторов и Dynamic Drive"
"29772","Обивка сидений кожей Nappa, двухцветная"
"29773","Окраска кузова - Синий танзанит"
"29774","Диски из легкого сплава 8 J x 17  с шинами 225/50 R17 (236)"
"29775","Комплект секреток для дисков, состоящий из 4 болтов и 1 ключа"
"29776","Встроенные рельсы для перемещения элементов салона"
"29777","Усилитель руля электрический с увеличенной степенью усиления, травмобезопасная рулевая колонка с регул-й высоты и вылета"
"29778","Кондиционер автоматический Air Care Climatronic, обогрев, очиститель и омыватель заднего стекла"
"29779","Шторка багажника (для использования со сложенными или снятыми задними сиденьями в 7-местном Caddy)"
"29780","Подготовка для сетчатой перегородки"
"29781","Сигнализация с автономной сиреной, контролем салона, защитой от буксировки, центральный замок с полной блокировкой"
"29782","Cигнализация с автономной сиреной, контролем салона, защитой от буксир-ки, центр. замок с полной блок-й, комф-е открыв-е"
"29783","Колесные болты-секретки (по одному на колесо), адаптер для баллонного ключа в комплекте"
"29784","Подготовка для установки защиты моторного отсека"
"29785","Подготовка под аварийный самописец"
"29786","Сигнал предупреждения о незащёлкнутых ремнях безопасности водителя и переднего пассажира"
"29787","RearView: камера зад. вида, ParkAssist: автопарковщик (параллельный и перпендик-й) и Парктроник пер., зад. и боковой"
"29788","\""RearView\"": камера заднего вида, парктроник отсутствует"
"29789","\""RearView\"": камера заднего вида и парктроник задний"
"29790","Центральный индикатор Premium и Rest Assist"
"29791","Диски литые Madrid 6J x 17, чёрные"
"29792","Диски литые Canyon 6J x 17, тёмно-серые Antrazit с серебристыми полированными спицами"
"29793","Диски литые Madrid 6J x 17 с чёрной внутренней поверхностью и спицами, окрашенными в жёлтый Sandstorm"
"29794","Диски литые Madrid 6J x 17 с чёрной внутренней поверхностью и спицами, окрашенными в красный Fontana"
"29795","Наружные зеркала увеличенные (без возможности электроскладывания)"
"29796","Диски литые Rockhampton 6J x 17"
"29797","Рейлинги продольные на крыше серебристые, матовые"
"29798","Шины зимние M+S 205/55 R16 94H"
"29799","Шины всесезонные 205/55 R16 94H"
"29800","Шины M+S 195/65 R15 95 T XL"
"29801","Шины всесезонные 195/65 R15 95T XL"
"29802","Шины 195/65 R15 95T XL (усиленные)"
"29803","Биксеноновые фары со светодиодными ресничками и затемнённые задние фонари"
"29804","Внутреннее освещение сзади со светодиодными лампами повышенной яркости, доп. лампы освещения под открытой зад. дверью"
"29805","Внутреннее освещение улучшенное, со светодиодными светильниками"
"29806","Внутреннее освещение сзади с 1 галогеновой лампой и доп. с/д лампы освещения под открытой зад. дверью"
"29807","Внутреннее освещение спереди: светодиодная, улучшенная с индивидуальными светильниками и подсветкой перчаточного ящика"
"29808","Урна съёмная"
"29809","Покрытие пола в пассажирском/грузовом отделении - мягкий пластик (резина), включая пространство за передними сиденьями"
"29810","Пакет улучшенной шумоизоляции Premium (многочисленные дополнительные детали)"
"29811","Передние сиденья с регулировкой по высоте, поясничными опорами и нишами по сид-ми, Макияжные зеркала"
"29812","Сигнализация с сиреной, контролем салона, защитой от буксировки, центральный замок с полной блокировкой, комфортным открыванием"
"29813","SportCab (алюминиевые педали и накладки на пороги)"
"29814","Солнцезащитный козырёк правый, с табличкой-инструкцией о подушках безопасности"
"29815","Сетки для мелочей в салоне над дверьми слева и справа"
"29816","Сетки для мелочей в салоне над дверьми слева и справа и урна съёмная"
"29817","Выдвижной ящик для мелочей под правым передним сиденьем"
"29818","Кнопка отключения ESC"
"29819","Сверхстойкая тканевая обивка передний сидений Marathon, подлокотник и сзади: кожзаменитель Mesh"
"29820","Обивка сидений и вставки в дверях: кожзаменитель Mesh"
"29821","Обивка сидений: сверхстойкая ткань \""Marathon\"" спереди, кожзаменитель \""Mesh\"" в салоне"
"29822","Обивка сидений: кожзаменитель Mesh"
"29823","Полноразмерное литое запасное колесо, домкрат, баллонный ключ, отсутствует ремкомплект"
"29824","18\"" легкосплавные колесные диски 235/50 R18"
"29829","Подсветка при посадке в автомобиль"
"29830","Интерьер (по выбору) Cross Orange оранжевый/Gray серый"
"29831","Колеса литые 16\"" Grizzly двухцветные"
"29844","Кованые колесные диски 20\"", многоспицевый дизайн"
"29846","Задние брызговики, окрашенные в черный"
"29847","Передние брызговики, окрашенные в черный"
"29848","Фары LED Intelligent Light System"
"29849","Адаптивный ассистент дальнего света Плюс"
"29850","Расширенная подсветка салона Ambient lighting"
"29851","Смещаемое вперед сиденье переднего пассажира"
"29852","Интерьер designo \""Бежевый шелк\"" / \""Морская бездна\"""
"29853","Интерьер designo \""Бежевый шелк\"" / \""Красный сатин\"" (перламутровый)"
"29854","Интерьер designo бежевый шелк / жемчужно-серый титан"
"29855","Обивка потолка AMG серой кожей Nappa"
"29856","Обивка потолка тканью цвета фарфор"
"29857","Элементы декоративной отделки designo черный рояльный лак с продольными линиями"
"29858","Складываемые столики"
"29859","Двойные солнцезащитные шторки"
"29860","Напольные коврики с высоким ворсом"
"29861","Система отключения части цилиндров двигателя"
"29862","Шины 175/65R14"
"29863","Светодиодная подсветка макияжного зеркала водителя"
"29864","Акустическая система с 2 широкополосными пассивными динамиками в передних дверях"
"29865","Сиденья в пасс. отделении: 2р. - 3-местное сиденье, складное и быстросъёмное по частям, 2 IsoFix, 3р. - отсутствует"
"29866","Наружное зеркало заднего вида правое: увеличенное"
"29867","Наружное зеркало заднего вида левое: увеличенное"
"29868","Окно в салоне/груз. отд. заднее правое: фиксированное"
"29869","Окно в салоне/груз. отд. заднее левое: фиксированное"
"29870","Внутреннее освещение сзади с 1 галогеновой лампой"
"29871","Внутреннее освещение спереди: индивидуальные светильники слева и справа"
"29872","Набор защита и уход"
"29873","Легкосплавные колесные диски AMG 20\"", дизайн 10 спиц"
"29921","Дополнительные разъёмы для Инфомедиа-системы: USB (с поддержкой iPhone/iPod) - 2 и Aux-In - 1"
"29922","Акустическая система Dynaudio 600Вт hi-end с разнесён. динамиками: 4 в/ч + 3 ср/ч + 4 н/ч, цифровой усилитель"
"29923","Комплект ключей: 4 ключа-радиопульта ДУ и 1 стандартный ключ"
"29924","Отсутствует блокировка сдвижных боковых и задних дверей от случайного открытия изнутри"
"29925","Высокопрочная легкосплавная защита муфты полного привода"
"29926","\""Side Assist\"": радиолокационная система контроля мёртвых зон и круиз-контроль"
"29927","Воздушный фильтр двигателя: для пыльного климата, с индикатором загрязнения"
"29928","Передний бампер окрашен в цвет кузова, нижняя часть - некрашеная, задний бампер - некрашеный"
"29929","Наружное зеркало заднего вида левое: асферическое"
"29930","Остекление салона: с солнцезащитной тёмной тонировкой, практически У/Ф-непроницаемое"
"29931","Центральный колёсный колпачок в зависимости от дизайна диска"
"29932","Декоративные шильдики спереди на крыльях хромированные с надписью \""Bulli\"" и встроенным сигналом поворота"
"29933","Декоративные наклейки Континент слева и справа на кузове"
"29934","Поперечные рейлинги на крыше: 2 (г/п 50кг каждый)"
"29935","Поперечные рейлинги на крыше: 2 (г/п 50кг каждый), поставляются не установленными"
"29936","Дополнительный поперечный рейлинг на крыше"
"29937","Шины летние 255/45 R 18 103W xl с уменьшенным сопротивлением качению"
"29938","Лампа-ночник для розетки 12V с \""гусиной шеей\"""
"29939","Отделка боковых панелей пассажирского салона: полная, мягким пластиком, улучшенного внешнего вида, с тканевыми вставками"
"29940","Обивка сидений: ткань Black & White"
"29941","Сиденья 3 ряда: 3-местное сиденье складное, с продольным перемещением, раскладывающееся в спальное место"
"29942","Декор передней панели и дверей: низ - Dark Silver Brushed (под грубо шлифованный металл), верх - Рояльный лак в цвет кузова"
"29943","Обивка сидений: кожа Nappa с контрастными центральными деталями подушки и спинки"
"29944","Поворотные сиденья в кабине, с подлокотниками и поясничной опорой, без вертикальной регулировки"
"29945","Сиденье переднее правое: поворотное, повышенной комфортности, с поясничной опорой"
"29946","Сиденье переднее левое: поворотное, повышенной комфортности, с поясничной опорой"
